policy_id,customer_id,policy_start_date,policy_end_date,vehicle_make,vehicle_model,vehicle_year,vehicle_value,coverage_type,annual_premium,deductible,policy_status
POL001469,CUST000528,24/09/2023,05/01/2023,BMW,3 Series,2022,27174,Comprehensive,1701,1000,Active
POL001470,CUST000791,23/08/2021,11/12/2022,Volkswagen,C-Class,2010,39651,Third Party,2364,250,Active
POL001471,CUST000524,07/08/2023,07/11/2024,BMW,3 Series,2011,5797,Comprehensive,1016,250,Active
POL001472,CUST001096,29/10/2022,13/07/2023,Volkswagen,Corsa,2023,13209,Third Party,1862,1000,Active
POL001473,CUST000106,19/07/2021,11/03/2023,Honda,C-Class,2013,46003,Third Party,2011,750,Expired
POL001474,CUST000732,01/07/2023,09/01/2022,Vauxhall,208,2021,26346,Comprehensive,1525,1000,Active
POL001475,CUST000965,27/12/2021,13/12/2024,Volkswagen,Golf,2011,33024,Third Party Fire Theft,1571,250,Expired
POL001476,CUST000133,23/09/2022,05/01/2023,Ford,Golf,2020,34414,Third Party Fire Theft,2465,250,Active
POL001477,CUST000534,12/04/2023,02/05/2024,Peugeot,Corsa,2018,45818,Third Party,308,500,Active
POL001478,CUST000975,23/05/2021,07/06/2022,Peugeot,Corsa,2019,10947,Third Party,897,1000,Cancelled
POL001479,CUST000269,11/08/2021,20/05/2023,Honda,3 Series,2017,14617,Comprehensive,322,1000,Active
POL001480,CUST000673,16/02/2023,17/10/2024,Toyota,Civic,2017,25704,Third Party Fire Theft,2290,1000,Active
POL001481,CUST000791,02/11/2022,13/07/2022,Nissan,C-Class,2013,33702,Comprehensive,1908,250,Expired
POL001482,CUST000018,10/10/2023,05/11/2023,Audi,Civic,2014,6892,Third Party Fire Theft,2374,750,Cancelled
POL001483,CUST000117,06/05/2021,23/02/2022,Nissan,C-Class,2013,34754,Third Party Fire Theft,1404,250,Active
POL001484,CUST000798,05/07/2021,06/08/2023,Peugeot,Civic,2022,8424,Third Party Fire Theft,391,500,Active
POL001485,CUST001168,22/03/2022,07/09/2022,Ford,3 Series,2018,47218,Comprehensive,1150,250,Active
POL001486,CUST000551,12/10/2021,18/03/2024,Audi,Corsa,2022,18418,Comprehensive,2282,250,Active
POL001487,CUST000929,01/01/2021,05/02/2024,Ford,208,2011,34886,Comprehensive,1407,250,Active
POL001488,CUST000753,28/10/2021,06/08/2022,Peugeot,Civic,2022,39783,Comprehensive,599,500,Active
POL001489,CUST000422,02/11/2021,25/10/2023,Vauxhall,Focus,2020,28057,Third Party Fire Theft,1777,1000,Active
POL001490,CUST000646,17/07/2023,11/11/2022,Mercedes,Golf,2017,9833,Comprehensive,1604,750,Expired
POL001491,CUST000558,25/12/2023,01/03/2022,Audi,C-Class,2011,14894,Comprehensive,1300,750,Expired
POL001492,CUST000050,20/08/2022,16/06/2022,Toyota,Corolla,2010,46833,Third Party Fire Theft,1382,500,Active
POL001493,CUST000678,10/03/2023,31/07/2024,Audi,Corolla,2019,5565,Third Party Fire Theft,1665,1000,Active
POL001494,CUST000106,05/07/2023,09/09/2024,Peugeot,208,2012,45180,Comprehensive,2409,1000,Active
POL001495,CUST000658,05/02/2022,18/07/2024,Vauxhall,3 Series,2018,23402,Third Party Fire Theft,1075,500,Active
POL001496,CUST001096,26/02/2022,06/07/2023,Ford,Civic,2021,47845,Comprehensive,1752,250,Active
POL001497,CUST000988,11/10/2022,12/01/2022,BMW,Golf,2012,15315,Third Party Fire Theft,1981,1000,Active
POL001498,CUST000842,06/09/2022,06/11/2023,Volkswagen,Qashqai,2018,17834,Third Party,2051,750,Active
POL001499,CUST000446,16/09/2022,31/03/2022,Honda,208,2016,7314,Comprehensive,2151,500,Cancelled
POL001500,CUST000070,10/06/2023,16/07/2024,Mercedes,Golf,2022,42180,Comprehensive,2197,750,Expired
